Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,In stock?,Stock,Weight (kg),Length (cm),Width (cm),Height (cm),Sale price,Regular price,Categories,Tags,Images,Parent,Brands,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default
variable,RAV-RAVEDTAFEL-9300000087599396,Raved Tafelkleed/Tafelzeil Vierkant Hout Print Bruin/Beige ↔ 140 ↕ 140 - PVC - Afwasbaar,1,,visible,,"<p><strong>De tafelkleden van Raved zijn veelzijdig en brengen sfeer in huis. Onze Tafelkleed/Tafelzeilen zijn zowel verkrijgbaar in vrolijke motieven en prints, als in mooie effen kleuren. Een kleed van Raved is ook nog eens erg praktisch en beschermt je tafel tegen geknoei of brandplekken door hete pannen. Zo schuift iedereen met een gerust hart aan!</strong></p><h3>Voor binnen & buiten</h3><p>Dit Tafelkleed/Tafelzeil is geschikt voor zowel binnen als buiten. Let er wel op dat je het kleed naar binnen haalt als het regent, dit voorkomt namelijk verkleuring en verwering. Na gebruik is het kleed eenvoudig af te nemen met een vochtige doek en kan het weer de kast in, voor een volgend gebruik!</p><h3>Geruit design</h3><p>Dit tafelkleed/tafelzeil, met een subtiele print en neutrale kleur, past perfect binnen elk interieur. Het ontwerp bestaat uit een stijlvolle geruite print in de kleur wit en maakt uw eetkamer nog completer.</p><h3>Specificaties:</h3><p> Materiaal: PVC <br /> Afmetingen: 140 x 140 cm <br /> Kleur: Bruin & beige<br /> Inhoud: 1 stuk <br /> Onze tafelzijlen zijn geschikt voor jong en oud. Of je nu gezellig een avondje met vrienden of familie aan tafel schuift of kinderen hebt die graag knutselen en knoeien, je tafel kan alles aan!</p><p>Raved, ook wel bekend als Raved Frabrics, verkoopt zowel praktische als mooie items! Onze artikelen worden zorgvuldig geselecteerd voor de beste kwaliteit. Van prachtige tafelkleden tot de mooiste muurdecoratie: bij Raved kun je altijd terecht!</p>",1,999,,,,,,,Tafellaken,"Tafellaken,PVC,Tafelzeil,Rechthoek,Overig,Hout,Raved",https://media.s-bol.com/D6xZGl1294OB/nxv7nZ7/1200x607.jpg,,Raved,,Size,"140 x 100 cm, 140 x 140 cm, 140 x 160 cm, 140 x 180 cm, 140 x 200 cm, 140 x 220 cm, 140 x 230 cm, 140 x 240 cm, 140 x 250 cm, 140 x 260 cm, 140 x 270 cm, 140 x 280 cm, 140 x 290 cm, 140 x 300 cm, 140 x 310 cm, 140 x 320 cm, 140 x 350 cm",0,0,140 x 100 cm,,,,,
variation,9509348697466,Raved Tafelzeil – 140 cm x 100 cm – Vierkant Hout-design Bruin/Beige – PVC – Afwasbaar,1,,visible,,,1,999,,,,,25.95,37.99,Tafellaken,,https://media.s-bol.com/D6xZGl1294OB/nxv7nZ7/1200x607.jpg,RAV-RAVEDTAFEL-9300000087599396,Raved,0,Size,140 x 100 cm,,0,,,,,,
variation,9502566687660,Raved Tafelzeil – 140 cm x 140 cm – Vierkant Hout-design Bruin/Beige – PVC – Afwasbaar,1,,visible,,,1,999,,,,,25.95,37.99,Tafellaken,,https://media.s-bol.com/x8yzYw2ZpzGP/YWOrovM/1200x607.jpg,RAV-RAVEDTAFEL-9300000087599396,Raved,1,Size,140 x 140 cm,,0,,,,,,
variation,9504924921386,Raved Tafelzeil – 140 cm x 160 cm – Vierkant Hout-design Bruin/Beige – PVC – Afwasbaar,1,,visible,,,1,999,,,,,25.95,37.99,Tafellaken,,https://media.s-bol.com/v12RM1REpx48/g5WyowD/1200x1200.jpg,RAV-RAVEDTAFEL-9300000087599396,Raved,2,Size,140 x 160 cm,,0,,,,,,
variation,9509996167311,Raved Tafelzeil – 140 cm x 180 cm – Vierkant Hout-design Bruin/Beige – PVC – Afwasbaar,1,,visible,,,1,999,,,,,25.95,37.99,Tafellaken,,https://media.s-bol.com/VoW24KN874n1/L7x0M8X/1200x607.jpg,RAV-RAVEDTAFEL-9300000087599396,Raved,3,Size,140 x 180 cm,,0,,,,,,
variation,9505922271725,Raved Tafelzeil – 140 cm x 200 cm – Vierkant Hout-design Bruin/Beige – PVC – Afwasbaar,1,,visible,,,1,999,,,,,25.95,37.99,Tafellaken,,https://media.s-bol.com/AWrXBx4p315B/1WKEmgG/1200x607.jpg,RAV-RAVEDTAFEL-9300000087599396,Raved,4,Size,140 x 200 cm,,0,,,,,,
variation,9505333191858,Raved Tafelzeil – 140 cm x 220 cm – Vierkant Hout-design Bruin/Beige – PVC – Afwasbaar,1,,visible,,,1,999,,,,,25.95,37.99,Tafellaken,,https://media.s-bol.com/x8yzYwn5Zr6J/q7y6PP7/1200x607.jpg,RAV-RAVEDTAFEL-9300000087599396,Raved,5,Size,140 x 220 cm,,0,,,,,,
variation,9501346778529,Raved Tafelzeil – 140 cm x 230 cm – Vierkant Hout-design Bruin/Beige – PVC – Afwasbaar,1,,visible,,,1,999,,,,,25.95,37.99,Tafellaken,,https://media.s-bol.com/E1yXJm8wGqG4/L7x0XNv/1200x607.jpg,RAV-RAVEDTAFEL-9300000087599396,Raved,6,Size,140 x 230 cm,,0,,,,,,
variation,9507691672970,Raved Tafelzeil – 140 cm x 240 cm – Vierkant Hout-design Bruin/Beige – PVC – Afwasbaar,1,,visible,,,1,999,,,,,25.95,37.99,Tafellaken,,https://media.s-bol.com/D6xZGl1294OB/nxv7nZ7/1200x607.jpg,RAV-RAVEDTAFEL-9300000087599396,Raved,7,Size,140 x 240 cm,,0,,,,,,
variation,9504931818679,Raved Tafelzeil – 140 cm x 250 cm – Vierkant Hout-design Bruin/Beige – PVC – Afwasbaar,1,,visible,,,1,999,,,,,25.95,37.99,Tafellaken,,https://media.s-bol.com/vRwxWrolVQlg/ZYPvlqQ/1200x607.jpg,RAV-RAVEDTAFEL-9300000087599396,Raved,8,Size,140 x 250 cm,,0,,,,,,
